"","country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","id","mob_all_except_residential_change_from_baseline","mob_transit_work_change_from_baseline","mob_transit_work_grocert_pharmacy_retail_change_from_baseline","retail_and_recreation_percent_change_from_baseline_7dma","grocery_and_pharmacy_percent_change_from_baseline_7dma","parks_percent_change_from_baseline_7dma","transit_stations_percent_change_from_baseline_7dma","workplaces_percent_change_from_baseline_7dma","residential_percent_change_from_baseline_7dma","mob_all_except_residential_change_from_baseline_7dma","mob_transit_work_change_from_baseline_7dma","mob_transit_work_grocert_pharmacy_retail_change_from_baseline_7dma","level"
"1344015","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-05-26,-43,-18,34,-57,-46,19,"Italy_Lombardy_NA_NA",-26,-51.5,-41,-35.1428571428571,-19.2857142857143,31.1428571428571,-49.4285714285714,-35,13.8571428571429,-21.5428571428571,-42.2142857142857,-39.3571428571429,"Sub-national"
"1344267","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-05-26,-31,-17,52,-50,-33,13,"Italy_Lombardy_NA_NA",-15.8,-41.5,-32.75,-33.7142857142857,-17.5714285714286,34,-47.4285714285714,-35,14.2857142857143,-19.9428571428571,-41.2142857142857,-33.5714285714286,"Sub-national"
"1344519","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-05-26,-33,-15,36,-35,-29,12,"Italy_Lombardy_NA_NA",-15.2,-32,-28,-33.4285714285714,-17.4285714285714,38.7142857142857,-42.8571428571429,-34.5714285714286,14.1428571428571,-17.9142857142857,-38.7142857142857,-27.6428571428571,"Sub-national"
"1344771","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-05-26,-32,-23,51,-34,-33,14,"Italy_Lombardy_NA_NA",-14.2,-33.5,-30.5,-32.2857142857143,-17.1428571428571,37.5714285714286,-44.2857142857143,-34.2857142857143,14,-18.0857142857143,-39.2857142857143,-28.2142857142857,"Sub-national"
"1345023","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-05-26,-31,-11,18,-34,-31,12,"Italy_Lombardy_NA_NA",-17.8,-32.5,-26.75,-31.2857142857143,-17.1428571428571,34.7142857142857,-40.5714285714286,-31.5714285714286,12.8571428571429,-17.1714285714286,-36.0714285714286,-26.6428571428571,"Sub-national"
"1345275","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-05-26,-28,-20,45,-38,-33,14,"Italy_Lombardy_NA_NA",-14.8,-35.5,-29.75,-31,-17.1428571428571,33.2857142857143,-41.1428571428571,-32.1428571428571,13.2857142857143,-17.6285714285714,-36.6428571428571,-25.5714285714286,"Sub-national"
"1345527","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-05-26,-28,-16,27,-62,-35,14,"Italy_Lombardy_NA_NA",-22.8,-48.5,-35.25,-30.8571428571429,-17.8571428571429,28,-43.5714285714286,-32.5714285714286,13.5714285714286,-19.3714285714286,-38.0714285714286,-36,"Sub-national"
"1345779","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-05-26,-36,-18,14,-31,-27,11,"Italy_Lombardy_NA_NA",-19.6,-29,-28,-31.8571428571429,-17.4285714285714,21.7142857142857,-45.2857142857143,-32.1428571428571,12.8571428571429,-21,-38.7142857142857,-28.8214285714286,"Sub-national"
"1346031","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-05-26,-29,-17,42,-54,-37,16,"Italy_Lombardy_NA_NA",-19,-45.5,-34.25,-31.5714285714286,-18.4285714285714,22.5714285714286,-49.8571428571429,-32.5714285714286,13.1428571428571,-21.9714285714286,-41.2142857142857,-33.2142857142857,"Sub-national"
"1346283","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-05-26,-32,-20,-1,-52,-32,14,"Italy_Lombardy_NA_NA",-27.4,-42,-34,-32.7142857142857,-17.8571428571429,20.8571428571429,-51.7142857142857,-33.1428571428571,13.2857142857143,-22.9142857142857,-42.4285714285714,-32.1428571428571,"Sub-national"
"1346787","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-05-26,-29,-18,24,-66,-34,14,"Italy_Lombardy_NA_NA",-24.6,-50,-36.75,-34.1428571428571,-17.5714285714286,26.5714285714286,-53.5714285714286,-35.4285714285714,14.2857142857143,-22.8285714285714,-44.5,-36.7857142857143,"Sub-national"
"1343764","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-05-27,-36,-16,33,-51,-37,15,"Italy_Lombardy_NA_NA",-21.4,-44,-35,-34.7142857142857,-17.1428571428571,25.8571428571429,-50.7142857142857,-34.1428571428571,13.7142857142857,-22.1714285714286,-42.4285714285714,-33.8928571428571,"Sub-national"
"1344016","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-05-27,-42,-16,35,-57,-46,19,"Italy_Lombardy_NA_NA",-25.2,-51.5,-40.25,-34.7142857142857,-17.4285714285714,33.7142857142857,-48,-34.2857142857143,13.7142857142857,-20.1428571428571,-41.1428571428571,-38.3571428571429,"Sub-national"
"1344268","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-05-27,-32,-16,46,-49,-32,13,"Italy_Lombardy_NA_NA",-16.6,-40.5,-32.25,-33.7142857142857,-16,35.1428571428571,-46,-34.2857142857143,14.1428571428571,-18.9714285714286,-40.1428571428571,-32.6428571428571,"Sub-national"
"1344520","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-05-27,-33,-14,37,-34,-28,12,"Italy_Lombardy_NA_NA",-14.4,-31,-27.25,-33.2857142857143,-16.2857142857143,38.5714285714286,-41.8571428571429,-34,14.1428571428571,-17.3714285714286,-37.9285714285714,-26.7857142857143,"Sub-national"
"1344772","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-05-27,-32,-22,54,-33,-33,14,"Italy_Lombardy_NA_NA",-13.2,-33,-30,-32.2857142857143,-16.2857142857143,38,-43.1428571428571,-33.5714285714286,14,-17.4571428571429,-38.3571428571429,-26.8928571428571,"Sub-national"
"1345024","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-05-27,-32,-10,17,-32,-30,12,"Italy_Lombardy_NA_NA",-17.4,-31,-26,-31.5714285714286,-16.7142857142857,34.5714285714286,-39.2857142857143,-30.8571428571429,12.8571428571429,-16.7714285714286,-35.0714285714286,-25.75,"Sub-national"
"1345276","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-05-27,-26,-20,48,-37,-32,14,"Italy_Lombardy_NA_NA",-13.4,-34.5,-28.75,-31.1428571428571,-16.8571428571429,38,-40.1428571428571,-31.5714285714286,13.2857142857143,-16.3428571428571,-35.8571428571429,-24.3571428571429,"Sub-national"
"1345528","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-05-27,-29,-16,29,-60,-34,14,"Italy_Lombardy_NA_NA",-22,-47,-34.75,-31,-17.2857142857143,33.7142857142857,-42.5714285714286,-32.1428571428571,13.5714285714286,-17.8571428571429,-37.3571428571429,-35.2857142857143,"Sub-national"
"1345780","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-05-27,-37,-19,11,-30,-27,11,"Italy_Lombardy_NA_NA",-20.4,-28.5,-28.25,-32,-16.7142857142857,28.1428571428571,-43.8571428571429,-31.7142857142857,12.8571428571429,-19.2285714285714,-37.7857142857143,-28.1428571428571,"Sub-national"
"1346032","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-05-27,-29,-17,70,-55,-37,16,"Italy_Lombardy_NA_NA",-13.6,-46,-34.5,-31.7142857142857,-17.4285714285714,28.7142857142857,-48.5714285714286,-32.2857142857143,13.1428571428571,-20.2571428571429,-40.4285714285714,-32.2142857142857,"Sub-national"
"1346284","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-05-27,-32,-17,7,-51,-32,14,"Italy_Lombardy_NA_NA",-25,-41.5,-33,-33.1428571428571,-16.8571428571429,25.4285714285714,-50.7142857142857,-33,13.2857142857143,-21.6571428571429,-41.8571428571429,-31.1785714285714,"Sub-national"
"1346788","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-05-27,-30,-15,21,-65,-34,14,"Italy_Lombardy_NA_NA",-24.6,-49.5,-36,-34.4285714285714,-16.4285714285714,28,-53.2857142857143,-35.5714285714286,14.2857142857143,-22.3428571428571,-44.4285714285714,-35.75,"Sub-national"
"1343765","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-05-28,-36,-16,25,-52,-37,15,"Italy_Lombardy_NA_NA",-23.2,-44.5,-35.25,-35,-15.8571428571429,21.2857142857143,-50.4285714285714,-34.4285714285714,13.7142857142857,-22.8857142857143,-42.4285714285714,-33.0714285714286,"Sub-national"
"1344017","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-05-28,-42,-17,26,-57,-46,19,"Italy_Lombardy_NA_NA",-27.2,-51.5,-40.5,-35,-16.5714285714286,25.5714285714286,-48,-34.5714285714286,13.7142857142857,-21.7142857142857,-41.2857142857143,-37.75,"Sub-national"
"1344269","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-05-28,-33,-15,32,-51,-33,13,"Italy_Lombardy_NA_NA",-20,-42,-33,-33.8571428571429,-15.1428571428571,25.8571428571429,-46.5714285714286,-34.5714285714286,14.1428571428571,-20.8571428571429,-40.5714285714286,-31.7142857142857,"Sub-national"
"1344521","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-05-28,-33,-13,23,-35,-29,12,"Italy_Lombardy_NA_NA",-17.4,-32,-27.5,-33.5714285714286,-15,29.4285714285714,-42.8571428571429,-34.4285714285714,14.1428571428571,-19.2857142857143,-38.6428571428571,-25.5714285714286,"Sub-national"
"1344773","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-05-28,-32,-22,37,-34,-33,14,"Italy_Lombardy_NA_NA",-16.8,-33.5,-30.25,-32.7142857142857,-14.8571428571429,27.7142857142857,-44.2857142857143,-34.1428571428571,14.1428571428571,-19.6571428571429,-39.2142857142857,-25.9642857142857,"Sub-national"
"1345025","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-05-28,-31,-8,17,-32,-30,12,"Italy_Lombardy_NA_NA",-16.8,-31,-25.25,-32,-14.8571428571429,24.2857142857143,-40.4285714285714,-31.4285714285714,13,-18.8857142857143,-35.9285714285714,-24.6428571428571,"Sub-national"
"1345277","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-05-28,-28,-14,46,-39,-33,14,"Italy_Lombardy_NA_NA",-13.6,-36,-28.5,-31.5714285714286,-14.7142857142857,24.1428571428571,-40.7142857142857,-32,13.4285714285714,-18.9714285714286,-36.3571428571429,-23.1785714285714,"Sub-national"
"1345529","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-05-28,-30,-15,13,-62,-35,15,"Italy_Lombardy_NA_NA",-25.8,-48.5,-35.5,-31.4285714285714,-15,20.1428571428571,-43.1428571428571,-32.4285714285714,13.7142857142857,-20.3714285714286,-37.7857142857143,-34.6071428571429,"Sub-national"
"1345781","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-05-28,-37,-17,2,-30,-27,11,"Italy_Lombardy_NA_NA",-21.8,-28.5,-27.75,-32.2857142857143,-14.5714285714286,15.7142857142857,-44.8571428571429,-32,13.1428571428571,-21.6,-38.4285714285714,-26.9642857142857,"Sub-national"
"1346033","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-05-28,-30,-14,31,-53,-37,16,"Italy_Lombardy_NA_NA",-20.6,-45,-33.5,-32.1428571428571,-15.7142857142857,15.1428571428571,-49.7142857142857,-32.5714285714286,13.5714285714286,-23,-41.1428571428571,-31.5357142857143,"Sub-national"
"1346285","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-05-28,-32,-15,-5,-52,-32,14,"Italy_Lombardy_NA_NA",-27.2,-42,-32.75,-33.2857142857143,-15.7142857142857,11.7142857142857,-51.4285714285714,-33.1428571428571,13.8571428571429,-24.3714285714286,-42.2857142857143,-30.3214285714286,"Sub-national"
"1346789","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-05-28,-30,-16,13,-66,-34,15,"Italy_Lombardy_NA_NA",-26.6,-50,-36.5,-34.4285714285714,-15.1428571428571,16,-53.8571428571429,-35.5714285714286,15,-24.6,-44.7142857142857,-34.9285714285714,"Sub-national"
"1343766","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-05-29,-36,-14,22,-51,-37,16,"Italy_Lombardy_NA_NA",-23.2,-44,-34.5,-35.1428571428571,-14.5714285714286,15,-51.2857142857143,-34.4285714285714,14.5714285714286,-24.0857142857143,-42.8571428571429,-31.6428571428571,"Sub-national"
"1344018","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-05-29,-41,-14,27,-56,-45,19,"Italy_Lombardy_NA_NA",-25.8,-50.5,-39,-35.2857142857143,-15,20.1428571428571,-48.5714285714286,-34.7142857142857,14.7142857142857,-22.6857142857143,-41.6428571428571,-36.75,"Sub-national"
"1344270","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-05-29,-34,-14,18,-53,-34,15,"Italy_Lombardy_NA_NA",-23.4,-43.5,-33.75,-34.4285714285714,-13.7142857142857,21.2857142857143,-46.7142857142857,-34.8571428571429,15.1428571428571,-21.6857142857143,-40.7857142857143,-29.9285714285714,"Sub-national"
"1344522","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-05-29,-35,-10,24,-35,-29,13,"Italy_Lombardy_NA_NA",-17,-32,-27.25,-34,-13.7142857142857,24.5714285714286,-42.4285714285714,-34.7142857142857,15.1428571428571,-20.0571428571429,-38.5714285714286,-23.6428571428571,"Sub-national"
"1344774","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-05-29,-33,-18,31,-33,-34,15,"Italy_Lombardy_NA_NA",-17.4,-33.5,-29.5,-33,-14,25.7142857142857,-43.7142857142857,-34.5714285714286,15,-19.9142857142857,-39.1428571428571,-23.4285714285714,"Sub-national"
"1345026","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-05-29,-32,-10,14,-33,-31,13,"Italy_Lombardy_NA_NA",-18.4,-32,-26.5,-32.5714285714286,-14.1428571428571,21.7142857142857,-40.1428571428571,-32.1428571428571,14,-19.4571428571429,-36.1428571428571,-23.1785714285714,"Sub-national"
"1345278","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-05-29,-27,-16,36,-36,-33,15,"Italy_Lombardy_NA_NA",-15.2,-34.5,-28,-32,-14.2857142857143,25,-40,-32.7142857142857,14.1428571428571,-18.8,-36.3571428571429,-19.5714285714286,"Sub-national"
"1345530","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-05-29,-29,-16,30,-60,-36,15,"Italy_Lombardy_NA_NA",-22.2,-48,-35.25,-31.5714285714286,-15.1428571428571,22.7142857142857,-42.1428571428571,-33.1428571428571,14.4285714285714,-19.8571428571429,-37.6428571428571,-33.75,"Sub-national"
"1345782","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-05-29,-38,-15,-1,-31,-28,12,"Italy_Lombardy_NA_NA",-22.6,-29.5,-28,-32,-14.2857142857143,21.8571428571429,-43.2857142857143,-32.5714285714286,13.7142857142857,-20.0571428571429,-37.9285714285714,-25.75,"Sub-national"
"1346034","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-05-29,-30,-15,41,-52,-38,16,"Italy_Lombardy_NA_NA",-18.8,-45,-33.75,-31.7142857142857,-14.5714285714286,21.4285714285714,-48.2857142857143,-33.1428571428571,14,-21.2571428571429,-40.7142857142857,-30.3928571428571,"Sub-national"
"1346286","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-05-29,-32,-16,8,-50,-32,15,"Italy_Lombardy_NA_NA",-24.4,-41,-32.5,-32.8571428571429,-14.8571428571429,21.8571428571429,-48.1428571428571,-31.4285714285714,13,-21.0857142857143,-39.7857142857143,-28.8214285714286,"Sub-national"
"1346790","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-05-29,-30,-12,11,-68,-35,15,"Italy_Lombardy_NA_NA",-26.8,-51.5,-36.25,-34,-15.5714285714286,26.7142857142857,-46.5714285714286,-28.5714285714286,11.5714285714286,-19.6,-37.5714285714286,-33.5,"Sub-national"
"1343767","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-05-30,-35,-18,39,-35,-21,8,"Italy_Lombardy_NA_NA",-14,-28,-27.25,-34.4285714285714,-15,26,-42.5714285714286,-26.7142857142857,10.4285714285714,-18.5428571428571,-34.6428571428571,-33.75,"Sub-national"
"1344019","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-05-30,-41,-19,33,-42,-17,8,"Italy_Lombardy_NA_NA",-17.2,-29.5,-29.75,-34.2857142857143,-15.8571428571429,35.8571428571429,-35.7142857142857,-25.1428571428571,9.42857142857143,-15.0285714285714,-30.4285714285714,-38.9642857142857,"Sub-national"
"1344271","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-05-30,-34,-17,30,-38,-27,9,"Italy_Lombardy_NA_NA",-17.2,-32.5,-29,-34,-16.2857142857143,35.7142857142857,-31.4285714285714,-23.7142857142857,9,-13.9428571428571,-27.5714285714286,-32.1785714285714,"Sub-national"
"1344523","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-05-30,-33,-11,36,-24,-25,8,"Italy_Lombardy_NA_NA",-11.4,-24.5,-23.25,-32.5714285714286,-17,44.7142857142857,-22,-22.4285714285714,8.14285714285714,-9.85714285714286,-22.2142857142857,-25.3928571428571,"Sub-national"
"1344775","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-05-30,-31,-22,77,-2,-21,8,"Italy_Lombardy_NA_NA",0.2,-11.5,-19,-31.8571428571429,-17.4285714285714,46.1428571428571,-24.4285714285714,-22.2857142857143,8.14285714285714,-9.97142857142857,-23.3571428571429,-23.6071428571429,"Sub-national"
"1345027","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-05-30,-34,-15,24,-11,-20,7,"Italy_Lombardy_NA_NA",-11.2,-15.5,-20,-31.4285714285714,-17.1428571428571,43.4285714285714,-21.5714285714286,-23.1428571428571,8.28571428571429,-9.97142857142857,-22.3571428571429,-26,"Sub-national"
"1345279","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-05-30,-20,-17,74,-2,-26,9,"Italy_Lombardy_NA_NA",1.8,-14,-16.25,-31.2857142857143,-17.8571428571429,47.2857142857143,-20.2857142857143,-22.1428571428571,8.14285714285714,-8.85714285714286,-21.2142857142857,-18.8214285714286,"Sub-national"
"1345531","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-05-30,-30,-21,49,-52,-20,8,"Italy_Lombardy_NA_NA",-14.8,-36,-30.75,-31.1428571428571,-18.8571428571429,46,-20.4285714285714,-20.4285714285714,8.14285714285714,-8.97142857142857,-20.4285714285714,-36.6071428571429,"Sub-national"
"1345783","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-05-30,-38,-17,14,-22,-23,9,"Italy_Lombardy_NA_NA",-17.2,-22.5,-25,-30.7142857142857,-15.5714285714286,41.7142857142857,-24.7142857142857,-21.5714285714286,7.85714285714286,-10.1714285714286,-23.1428571428571,-29.5,"Sub-national"
"1346035","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-05-30,-33,-22,57,-29,-20,8,"Italy_Lombardy_NA_NA",-9.4,-24.5,-26,-30,-15.7142857142857,43.5714285714286,-31.4285714285714,-21.7142857142857,8.14285714285714,-11.0571428571429,-26.5714285714286,-33.0357142857143,"Sub-national"
"1346287","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-05-30,-32,-18,27,-25,-13,8,"Italy_Lombardy_NA_NA",-12.2,-19,-22,-32.4285714285714,-17.2857142857143,38.4285714285714,-36.4285714285714,-18.1428571428571,7.71428571428571,-13.1714285714286,-27.2857142857143,-31.1071428571429,"Sub-national"
"1346791","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-05-30,-29,-16,37,-58,-21,9,"Italy_Lombardy_NA_NA",-17.4,-39.5,-31,-34.1428571428571,-20.2857142857143,38.1428571428571,-38,-12.7142857142857,7,-13.4,-25.3571428571429,-35.5357142857143,"Sub-national"
"1343768","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-05-31,-37,-28,38,-37,-1,6,"Italy_Lombardy_NA_NA",-13,-19,-25.75,-34.2857142857143,-20.4285714285714,37.5714285714286,-35.2857142857143,-10.1428571428571,6.71428571428571,-12.5142857142857,-22.7142857142857,-33.6071428571429,"Sub-national"
"1344020","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-05-31,-46,-29,27,-51,-1,6,"Italy_Lombardy_NA_NA",-20,-26,-31.75,-33.5714285714286,-22.7142857142857,45.1428571428571,-28.7142857142857,-8.28571428571429,6.42857142857143,-9.62857142857143,-18.5,-38.8928571428571,"Sub-national"
"1344272","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-05-31,-34,-30,34,-34,-4,6,"Italy_Lombardy_NA_NA",-13.6,-19,-25.5,-35,-27.1428571428571,42.1428571428571,-25.1428571428571,-4.57142857142857,6.42857142857143,-9.94285714285714,-14.8571428571429,-32.0357142857143,"Sub-national"
"1344524","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-05-31,-34,-23,53,-10,-2,6,"Italy_Lombardy_NA_NA",-3.2,-6,-17.25,-32,-28.1428571428571,45,-12.4285714285714,-1.28571428571429,6,-5.77142857142857,-6.85714285714286,-25.0714285714286,"Sub-national"
"1344776","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-05-31,-27,-34,80,21,0,6,"Italy_Lombardy_NA_NA",8,10.5,-10,-31.8571428571429,-30.8571428571429,44.4285714285714,-14.7142857142857,-1.14285714285714,6,-6.82857142857143,-7.92857142857143,-23.75,"Sub-national"
"1345028","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-05-31,-38,-30,26,-7,-3,6,"Italy_Lombardy_NA_NA",-10.4,-5,-19.5,-31,-31.5714285714286,44,-9.71428571428571,-1.28571428571429,6.14285714285714,-5.91428571428571,-5.5,-25.6785714285714,"Sub-national"
"1345280","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-05-31,-8,-23,57,31,2,6,"Italy_Lombardy_NA_NA",11.8,16.5,0.5,-31.1428571428571,-31.7142857142857,45.2857142857143,-8.85714285714286,-0.142857142857143,6,-5.31428571428571,-4.5,-18.8928571428571,"Sub-national"
"1345532","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-05-31,-36,-47,34,-53,0,6,"Italy_Lombardy_NA_NA",-20.4,-26.5,-34,-31.1428571428571,-32.4285714285714,40.8571428571429,-11.4285714285714,0,6,-6.82857142857143,-5.71428571428571,-36.2142857142857,"Sub-national"
"1345784","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-05-31,-40,-34,24,-16,-2,7,"Italy_Lombardy_NA_NA",-13.6,-9,-23,-30,-27.1428571428571,46.4285714285714,-16.7142857142857,-2.71428571428571,5.42857142857143,-6.02857142857143,-9.71428571428571,-28.8571428571429,"Sub-national"
"1346036","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-05-31,-35,-31,43,-28,4,5,"Italy_Lombardy_NA_NA",-9.4,-12,-22.5,-28.4285714285714,-26.4285714285714,47.8571428571429,-24.8571428571429,-2.14285714285714,5.42857142857143,-6.8,-13.5,-33.0357142857143,"Sub-national"
"1346288","IT","Italy","Lombardy",NA,NA,"IT-PV",NA,2020-05-31,-34,-28,22,-28,-1,6,"Italy_Lombardy_NA_NA",-13.8,-14.5,-22.75,-29.5714285714286,-23,55.2857142857143,-35.5714285714286,-10,6.57142857142857,-8.57142857142857,-22.7857142857143,-30.6785714285714,"Sub-national"
"1346792","IT","Italy","Lombardy",NA,NA,"IT-VA",NA,2020-05-31,-27,-25,36,-64,1,6,"Italy_Lombardy_NA_NA",-15.8,-31.5,-28.75,-23.5714285714286,-10.8571428571429,75.4285714285714,-39.1428571428571,-25.2857142857143,9,-4.68571428571429,-32.2142857142857,-35.3928571428571,"Sub-national"
"1343769","IT","Italy","Lombardy",NA,NA,"IT-25",NA,2020-06-01,-16,1,109,-44,-53,14,"Italy_Lombardy_NA_NA",-0.6,-48.5,-28,-19.7142857142857,-4.71428571428571,99.2857142857143,-37.5714285714286,-32.5714285714286,9.85714285714286,0.942857142857143,-35.0714285714286,-34.25,"Sub-national"
"1344021","IT","Italy","Lombardy",NA,NA,"IT-MI",NA,2020-06-01,-27,-1,56,-54,-58,17,"Italy_Lombardy_NA_NA",-16.8,-56,-35,-15,-0.571428571428571,131.714285714286,-34.2857142857143,-40.1428571428571,11.1428571428571,8.34285714285714,-37.2142857142857,-39.5357142857143,"Sub-national"
"1344273","IT","Italy","Lombardy",NA,NA,"IT-BG",NA,2020-06-01,-7,5,143,-40,-51,13,"Italy_Lombardy_NA_NA",10,-45.5,-23.25,-13.8571428571429,0,124.571428571429,-35.1428571428571,-44.1428571428571,12.5714285714286,6.28571428571429,-39.6428571428571,-32.8214285714286,"Sub-national"
"1344525","IT","Italy","Lombardy",NA,NA,"IT-BS",NA,2020-06-01,-8,12,210,-17,-47,11,"Italy_Lombardy_NA_NA",30,-32,-15,-7.71428571428571,5.57142857142857,155.428571428571,-26,-52.1428571428571,13.7142857142857,15.0285714285714,-39.0714285714286,-25.6785714285714,"Sub-national"
"1344777","IT","Italy","Lombardy",NA,NA,"IT-CO",NA,2020-06-01,-1,1,249,-5,-54,15,"Italy_Lombardy_NA_NA",38,-29.5,-14.75,-6.71428571428571,5.57142857142857,148.428571428571,-28.8571428571429,-51.8571428571429,13.8571428571429,13.3142857142857,-40.3571428571429,-24.8571428571429,"Sub-national"
"1345029","IT","Italy","Lombardy",NA,NA,"IT-CR",NA,2020-06-01,-11,7,69,-22,-47,12,"Italy_Lombardy_NA_NA",-0.8,-34.5,-18.25,-5.42857142857143,6.42857142857143,150,-24.5714285714286,-49.8571428571429,13.1428571428571,15.3142857142857,-37.2142857142857,-26.3214285714286,"Sub-national"
"1345281","IT","Italy","Lombardy",NA,NA,"IT-LC",NA,2020-06-01,16,14,252,0,-55,14,"Italy_Lombardy_NA_NA",45.4,-27.5,-6.25,-6,6.42857142857143,140.714285714286,-26.2857142857143,-50.4285714285714,13.4285714285714,12.8857142857143,-38.3571428571429,-20.1071428571429,"Sub-national"
"1345533","IT","Italy","Lombardy",NA,NA,"IT-LO",NA,2020-06-01,-9,1,60,-64,-51,15,"Italy_Lombardy_NA_NA",-12.6,-57.5,-30.75,-6.42857142857143,5,117.142857142857,-30.2857142857143,-50.1428571428571,13.8571428571429,7.05714285714286,-40.2142857142857,-36.1428571428571,"Sub-national"
"1345785","IT","Italy","Lombardy",NA,NA,"IT-MN",NA,2020-06-01,-18,5,67,-24,-44,12,"Italy_Lombardy_NA_NA",-2.8,-34,-20.25,-4.57142857142857,9.14285714285714,114,-32,-48.4285714285714,12.7142857142857,7.62857142857143,-40.2142857142857,-29.2857142857143,"Sub-national"
"1346037","IT","Italy","Lombardy",NA,NA,"IT-MB",NA,2020-06-01,-11,5,78,-52,-55,15,"Italy_Lombardy_NA_NA",-7,-53.5,-28.25,-3.71428571428571,8.85714285714286,123.142857142857,-37.8571428571429,-49.4285714285714,13.1428571428571,8.2,-43.6428571428571,-33.8214285714286,"Sub-national"
